1677246358.237034,nan,nan,5110.86181640625,-0.468994140625,-0.468994140625,-0.468994140625,-2.222440719604492,-2.222440719604492,-2.222440719604492,Shield
1677246358.326498,nan,nan,5114.0517578125,-0.2138671875,-0.2138671875,-0.2138671875,4.105803489685059,4.105803489685059,4.105803489685059,Shield
1677246358.416555,nan,nan,5110.3505859375,-0.380126953125,-0.380126953125,-0.380126953125,21.884428024291992,21.884428024291992,21.884428024291992,Shield
1677246358.551417,nan,nan,5112.70263671875,-0.244873046875,-0.244873046875,-0.244873046875,10.029468536376953,10.029468536376953,10.029468536376953,Shield
1677246358.68603,nan,nan,5115.84521484375,-0.341796875,-0.341796875,-0.341796875,102.3348159790039,102.3348159790039,102.3348159790039,Shield
1677246358.86599,nan,nan,5115.82861328125,-0.47412109375,-0.47412109375,-0.47412109375,-1.1650390625,-1.1650390625,-1.1650390625,Shield
1677246363.500971,1.7245041131973267,27.964576721191406,21.049884796142578,-9.916716575622559,-9.916716575622559,-9.916716575622559,40.448692321777344,40.448692321777344,40.448692321777344,Shield
1677246363.68162,-0.0537109375,-0.978759765625,-0.45703125,10.373358726501465,10.373358726501465,10.373358726501465,38.77793884277344,38.77793884277344,38.77793884277344,Shield
1677246363.816156,44.30333709716797,69.43980407714844,-130.4179229736328,-0.0771484375,-0.0771484375,-0.0771484375,8.877176284790039,8.877176284790039,8.877176284790039,Shield
1677246363.996252,44.82062911987305,69.93780517578125,-127.23500061035156,45.00391387939453,45.00391387939453,45.00391387939453,-0.067138671875,-0.067138671875,-0.067138671875,Shield
1677246364.131492,4.83900785446167,49.8958740234375,15.17202091217041,46.70075225830078,46.70075225830078,46.70075225830078,-0.97607421875,-0.97607421875,-0.97607421875,Shield
1677246364.311145,-15.382365226745605,51.552364349365234,179.53843688964844,46.24223327636719,46.24223327636719,46.24223327636719,-2.0,-2.0,-2.0,Shield
1677246364.447291,47.350460052490234,-234.40184020996094,263.77508544921875,44.49972152709961,44.49972152709961,44.49972152709961,-1.050537109375,-1.050537109375,-1.050537109375,Shield
