1678421940.564191,0.3896484375,0.958984375,0.0146484375,34.28125,-3.5078125,-55.3984375,,,,grenade
1678421940.654303,0.3828125,0.962890625,0.0166015625,35.421875,-5.8046875,-47.3125,,,,grenade
1678421940.65475,0.431640625,0.94140625,0.0009765625,32.609375,-9.5,-42.03125,,,,grenade
1678421940.699605,0.4345703125,0.8994140625,-0.0107421875,26.578125,-6.53125,-44.484375,,,,grenade
1678421940.744428,0.4072265625,0.85546875,0.0537109375,29.671875,-18.6328125,-51.0390625,,,,grenade
1678421940.789695,0.35546875,0.8701171875,0.0107421875,34.9140625,-11.671875,-54.5703125,,,,grenade
1678421940.83443,0.4072265625,0.908203125,-0.0009765625,34.3046875,-14.9921875,-59.1484375,,,,grenade
1678421940.925188,0.4375,0.9990234375,0.03125,24.3046875,-18.03125,-52.4453125,,,,grenade
1678421941.014543,0.58203125,1.013671875,0.3427734375,-25.7890625,65.1796875,-18.359375,,,,grenade
1678421941.016224,1.90234375,0.958984375,1.2802734375,-15.7109375,-47.546875,-47.0859375,,,,grenade
1678421941.059315,1.9990234375,0.4580078125,1.6962890625,18.234375,-37.25,-223.7734375,,,,grenade
1678421941.10475,1.830078125,-0.7666015625,1.9814453125,171.578125,-64.703125,208.90625,,,,grenade
1678421941.149302,1.20703125,-2.0,1.09375,-222.9375,63.8984375,208.90625,,,,grenade
1678421941.194558,-0.6015625,-2.0,-0.7939453125,-222.9375,189.921875,208.90625,,,,grenade
1678421941.239535,0.3896484375,-2.0,-1.625,-222.9375,189.7109375,208.90625,,,,grenade
1678421941.329495,-2.0,-0.794921875,-2.0,-116.78125,-64.5859375,-71.0703125,,,,grenade
1678421941.374252,-0.6171875,-0.845703125,-1.3818359375,97.8515625,-26.046875,-0.015625,,,,grenade
1678421941.419427,-0.8056640625,-0.5732421875,-1.5654296875,-5.703125,-32.1484375,-9.3125,,,,grenade
1678421941.464274,-0.916015625,-0.5703125,-1.3974609375,19.28125,23.7265625,-12.21875,,,,grenade
1678421941.509493,-1.0107421875,-0.7763671875,-1.54296875,-58.78125,-8.421875,51.84375,,,,grenade
1678421941.554439,-1.2373046875,-1.072265625,-1.498046875,-123.71875,-62.5390625,127.03125,,,,grenade
1678421941.599615,-1.521484375,-1.4423828125,-1.4111328125,-182.7109375,-58.015625,197.171875,,,,grenade
1678421941.644252,-0.859375,-0.9697265625,-0.9658203125,-206.15625,7.0703125,197.171875,,,,grenade
1678421941.734473,-0.0966796875,-0.6279296875,-0.248046875,-211.203125,76.53125,197.171875,,,,grenade
1678421941.779751,0.2109375,-0.2109375,0.2470703125,-211.203125,20.625,197.171875,,,,grenade
1678421941.824263,0.5390625,-0.3173828125,0.7939453125,-211.203125,2.5625,197.171875,,,,grenade
1678421941.914355,1.0205078125,-0.1826171875,1.24609375,-211.203125,-19.390625,197.171875,,,,grenade
1678421941.914872,1.9990234375,0.3544921875,1.2431640625,69.96875,69.3984375,183.6015625,,,,grenade
1678421942.004783,1.9990234375,0.076171875,0.9970703125,179.4609375,116.8828125,-114.0078125,,,,grenade
1678421942.005242,0.14453125,0.8271484375,-0.0546875,61.3828125,-174.8515625,-169.1015625,,,,grenade
1678421942.049492,0.3251953125,0.9443359375,0.1103515625,3.8359375,-47.7734375,-35.3046875,,,,grenade
1678421942.139465,1.333984375,0.5419921875,0.865234375,48.640625,20.8515625,-11.4140625,,,,grenade
1678421942.229565,1.8515625,0.3359375,0.970703125,72.265625,-58.1640625,-124.546875,,,,grenade
1678421942.230069,1.9990234375,-0.3037109375,1.51953125,80.7578125,-85.9765625,208.90625,,,,grenade
1678421942.319404,1.9990234375,-1.580078125,1.265625,239.3203125,26.5625,208.90625,,,,grenade
1678421942.364165,0.0615234375,-2.0,0.1279296875,-222.9375,244.015625,208.90625,,,,grenade
1678421942.36462,-1.2841796875,-2.0,-2.0,-222.9375,247.4375,208.90625,,,,grenade
1678421942.409406,0.53515625,-2.0,-1.7236328125,-249.6484375,75.046875,208.90625,,,,grenade
1678421942.454353,-1.2080078125,-0.8271484375,-2.0,-71.453125,133.09375,-42.578125,,,,grenade
1678421942.544431,0.1650390625,-0.654296875,-1.7705078125,43.25,-91.1484375,0.9765625,,,,grenade
1678421942.589396,0.0048828125,-0.2900390625,-1.6259765625,-3.7734375,25.296875,-54.7109375,,,,grenade
1678421942.635341,-0.201171875,-0.373046875,-1.2861328125,10.1875,-43.7265625,-46.6328125,,,,grenade
1678421942.679455,-0.08203125,-0.4462890625,-1.2978515625,-19.9296875,17.2734375,-16.0,,,,grenade
1678421942.724649,-0.234375,-0.5615234375,-1.60546875,-36.0625,-23.0390625,11.4609375,,,,grenade
1678421942.769469,-0.2705078125,-0.974609375,-1.7080078125,-144.546875,-60.109375,68.09375,,,,grenade
1678421942.814673,-0.5556640625,-1.64453125,-1.640625,-170.3671875,-18.8828125,136.71875,,,,grenade
1678421942.904487,-0.271484375,-1.001953125,-1.181640625,-211.203125,-10.375,189.625,,,,grenade
