Timestamp ,Linear-X,Linear-Y,Linear-Z,Gyro-X,Gyro-Y,Gyro-Z,Label
1678629549,0.169921875,-0.870117188,-0.5234375,-1.78125,-6.65625,-7.25,shield
1678629549,0.1796875,-0.870117188,-0.525390625,-1.7578125,-6.3828125,-6.6796875,shield
1678629549,0.177734375,-0.874023438,-0.528320313,-0.8828125,-7.5703125,-7.8046875,shield
1678629549,0.174804688,-0.866210938,-0.522460938,-0.1171875,-5.875,-7.4453125,shield
1678629549,0.161132813,-0.883789063,-0.5390625,0.265625,-9.4296875,-6.28125,shield
1678629549,0.158203125,-0.870117188,-0.56640625,-2.2890625,-5.859375,-5.328125,shield
1678629549,0.166992188,-0.854492188,-0.581054688,-2.5078125,-16.390625,2.609375,shield
1678629549,0.303710938,-0.725585938,-0.443359375,-7.71875,-22.4140625,13.90625,shield
1678629549,0.74609375,-0.778320313,-0.606445313,7.671875,-56.6171875,-13.4921875,shield
1678629549,1.478515625,-0.708984375,-0.965820313,-19.9140625,-24.9921875,-123.84375,shield
1678629549,1.87109375,-1.030273438,-0.892578125,-65.796875,2.4765625,255.8984375,shield
1678629549,1.999023438,-2,-1.754882813,19.8046875,122.8515625,255.8984375,shield
1678629549,1.999023438,-2,-2,-109.921875,217.75,255.8984375,shield
1678629549,1.999023438,-2,-2,-36.828125,46.5703125,255.8984375,shield
1678629549,0.709960938,-2,-1.641601563,-239.390625,59.96875,255.8984375,shield
1678629549,-0.333984375,-2,0.381835938,-128.6953125,114.9609375,255.8984375,shield
1678629549,-2,-1.3984375,1.999023438,17.578125,254.265625,255.8984375,shield
1678629549,-2,-0.037109375,1.028320313,45.0703125,41.046875,65.1328125,shield
1678629549,-0.6796875,0.768554688,-0.833984375,69.421875,-80.1875,69.21875,shield
1678629550,-0.365234375,1.016601563,-0.2265625,-75.1640625,55.3671875,34.8671875,shield
1678629550,-0.775390625,0.715820313,0.525390625,-2.09375,-25.5078125,34.4375,shield
1678629550,-0.884765625,0.557617188,0.32421875,-4.5625,34.78125,118.8671875,shield
1678629550,-0.69140625,0.48828125,0.293945313,-0.4609375,61.484375,181.203125,shield
1678629550,-0.674804688,0.354492188,0.234375,3.6484375,53.0078125,244.15625,shield
1678629550,-0.671875,0.08203125,0.25390625,-21.484375,101.3359375,244.15625,shield
1678629550,-0.19921875,-0.15625,0.379882813,35.6171875,50.59375,244.15625,shield
1678629550,0.040039063,-0.646484375,-0.005859375,35.421875,-77.8671875,244.15625,shield
1678629550,0.853515625,-1.309570313,-0.174804688,217.6875,-125.5546875,244.15625,shield
1678629550,1.165039063,-1.9453125,-0.703125,114.140625,-74,244.15625,shield
1678629550,1.721679688,-2,-0.549804688,188.890625,-159.546875,244.15625,shield
1678629550,0.790039063,-2,-1.24609375,121.734375,46.8671875,244.15625,shield
1678629550,1.701171875,-1.693359375,-0.360351563,48.4375,-98.796875,244.15625,shield
1678629550,0.557617188,-1.534179688,-0.646484375,106.8125,-97.671875,244.15625,shield
1678629550,0.82421875,-1.447265625,-0.587890625,97.328125,-22.9765625,244.15625,shield
1678629550,0.568359375,-1.24609375,-0.58203125,40.3515625,12.1171875,215.7578125,shield
1678629550,1.045898438,-0.993164063,-0.397460938,20.2734375,46.0078125,100.140625,shield
1678629550,0.821289063,-0.963867188,-0.483398438,-5.828125,-30.2578125,-43.8984375,shield
1678629550,0.654296875,-1.00390625,-0.500976563,-43.2578125,12.4921875,-128.234375,shield
1678629551,0.842773438,-1.193359375,-0.61328125,-81.796875,95.6171875,-223.625,shield
1678629551,1.287109375,-1.475585938,-0.716796875,-103.4296875,184.625,255.8984375,shield
1678629551,1.999023438,-1.96484375,-1.1015625,-86.8125,117.1875,255.8984375,shield
1678629551,1.999023438,-2,-1.14453125,-111.7734375,187.9609375,255.8984375,shield
1678629551,1.999023438,-2,-0.969726563,-24.6796875,242.5234375,255.8984375,shield
1678629551,1.999023438,-2,-1.166992188,120.421875,110.4296875,255.8984375,shield
1678629551,1.153320313,-2,-0.913085938,24.0078125,-127.875,255.8984375,shield
1678629551,-1.298828125,-2,0.46875,-82.5,27.3671875,255.8984375,shield
1678629551,-2,-1.137695313,1.883789063,68.1796875,-240.328125,255.8984375,shield
1678629551,-1.4609375,0.119140625,0.299804688,96.9765625,-40.2265625,133.046875,shield
1678629551,-0.559570313,0.706054688,-0.763671875,9.6875,-25.0078125,79.3515625,shield
1678629551,-0.163085938,1.096679688,0.290039063,-51.0234375,10.6015625,16.6953125,shield
1678629551,-0.551757813,0.856445313,0.341796875,22.84375,-37.171875,18.0859375,shield
1678629551,-0.465820313,0.833007813,0.0390625,19.6796875,19.953125,54.421875,shield
1678629551,-0.280273438,0.850585938,-0.048828125,1.84375,-11.046875,55.1953125,shield
1678629551,-0.225585938,0.885742188,0.013671875,-11.3046875,10.7265625,41.1015625,shield
1678629551,-0.463867188,0.80078125,0.077148438,-18.75,6.1171875,41.75,shield
1678629551,-0.733398438,0.670898438,0.258789063,-46.375,85.578125,97.3203125,shield
1678629551,-0.719726563,0.453125,0.27734375,-38.0703125,63.34375,182.625,shield
1678629551,-0.53125,0.244140625,0.44921875,-71.640625,138.109375,244.15625,shield
1678629551,0.059570313,0.172851563,0.481445313,19.75,40.375,244.15625,shield
1678629552,0.573242188,-0.256835938,0.34765625,52.0390625,-52.8671875,244.15625,shield
1678629552,1.059570313,-0.6640625,0.000976563,85.5546875,-63.171875,244.15625,shield
1678629552,1.258789063,-0.586914063,-0.322265625,174.7578125,-164.2734375,244.15625,shield
1678629552,1.092773438,-1.03125,-0.740234375,155.40625,-102.015625,244.15625,shield
1678629552,1.999023438,-0.958984375,-0.337890625,60.2890625,31.8984375,244.15625,shield
1678629552,0.890625,-1.013671875,-0.819335938,109.6328125,-128.8828125,244.15625,shield
1678629552,1.317382813,-0.948242188,-0.556640625,38.828125,39.7890625,216.2890625,shield
1678629552,0.697265625,-0.950195313,-0.471679688,53.1640625,-137.8984375,218.03125,shield
1678629552,0.560546875,-1.112304688,-0.48046875,19.8671875,15.09375,240.046875,shield
1678629552,0.69921875,-1.171875,-0.358398438,15.4921875,-13.75,244.15625,shield
1678629552,0.662109375,-1.170898438,-0.3125,12.8984375,-5.0859375,244.15625,shield
1678629552,0.690429688,-1.11328125,-0.3203125,32.265625,-9.3359375,212.5390625,shield
1678629552,0.5546875,-1,-0.388671875,43.75,-10.6171875,100.171875,shield
1678629552,0.57421875,-0.940429688,-0.439453125,21.015625,-9.0703125,49.59375,shield
1678629552,0.723632813,-0.90625,-0.459960938,-4.359375,-2.9609375,-22.984375,shield
1678629552,0.768554688,-0.95703125,-0.561523438,-31,64.8984375,-76.921875,shield
1678629552,1.16796875,-1.043945313,-0.640625,-41.8671875,71.578125,-199.4765625,shield
1678629552,1.4921875,-1.465820313,-0.899414063,-84.15625,85.296875,255.8984375,shield
1678629553,1.999023438,-2,-1.129882813,-125.703125,121.171875,255.8984375,shield
1678629553,1.999023438,-2,-1.545898438,-139.953125,242.5234375,255.8984375,shield
1678629553,1.999023438,-2,-1.724609375,25.359375,242.5234375,255.8984375,shield
1678629553,1.048828125,-2,-1.432617188,-31.578125,-79.484375,255.8984375,shield
1678629553,-0.716796875,-2,0.08203125,-42.2109375,102.9296875,255.8984375,shield
1678629553,-2,-1.620117188,1.749023438,104.71875,-247.546875,255.8984375,shield
1678629553,-2,-0.352539063,0.680664063,48.7890625,-50.0703125,107.9453125,shield
1678629553,-0.256835938,0.764648438,-0.609375,12.5,-35.9609375,114.0859375,shield
1678629553,-0.1328125,1.17578125,0.045898438,-62.453125,15.4375,18.875,shield
1678629553,-0.500976563,0.961914063,0.455078125,12.1015625,-19.1953125,-8.0625,shield
1678629553,-0.592773438,0.807617188,0.073242188,32.53125,-6.265625,31.3515625,shield
1678629553,-0.416992188,0.764648438,-0.004882813,6.421875,12.3125,62.71875,shield
1678629553,-0.3359375,0.791015625,0.00390625,5.484375,-14.546875,68.4140625,shield
1678629553,-0.751953125,0.591796875,0.0390625,-31.5546875,52.0078125,101.5078125,shield
1678629553,-0.784179688,0.416015625,0.340820313,-53.9296875,65.09375,213.03125,shield
1678629553,-0.716796875,0.118164063,0.362304688,8.7265625,71.4453125,244.15625,shield
1678629553,-0.1796875,-0.149414063,0.240234375,8.3671875,49.2109375,244.15625,shield
1678629553,0.581054688,-0.290039063,0.31640625,50.3203125,-50.5078125,244.15625,shield
1678629553,1.215820313,-0.6171875,-0.134765625,122.1796875,-90.8203125,244.15625,shield
1678629553,1.067382813,-0.866210938,-0.448242188,65.90625,-70.03125,244.15625,shield
1678629554,1.923828125,-0.801757813,-0.333984375,148.15625,-205.234375,244.15625,shield
1678629554,0.998046875,-1.337890625,-0.8671875,90.734375,-30.6953125,244.15625,shield
1678629554,1.001953125,-1.129882813,-0.575195313,69.2109375,-53.53125,244.15625,shield
1678629554,1.03125,-1.302734375,-0.485351563,66.125,15.2890625,244.15625,shield
1678629554,0.798828125,-1.291015625,-0.418945313,80.9375,-138.6328125,238.28125,shield
1678629554,0.053710938,-1.334960938,-0.475585938,77.890625,-115.53125,244.15625,shield
1678629554,0.1015625,-1.5390625,-0.22265625,13.8046875,71.3828125,244.15625,shield
1678629554,0.774414063,-1.333984375,-0.36328125,43.40625,10.265625,244.15625,shield
1678629554,0.790039063,-1.233398438,-0.533203125,24.3828125,94.1640625,53.234375,shield
1678629554,0.69140625,-0.920898438,-0.375976563,-10.3828125,23.9765625,32.9609375,shield
1678629554,0.672851563,-0.791015625,-0.348632813,-27.9375,-9.1640625,-25,shield
1678629554,0.70703125,-0.936523438,-0.4921875,-17.6796875,30.2578125,-97.9765625,shield
1678629554,0.8828125,-1.178710938,-0.639648438,-62.53125,118.8046875,-209.3046875,shield
1678629554,1.405273438,-1.451171875,-0.615234375,-105.046875,164.2421875,255.8984375,shield
1678629554,1.84375,-1.701171875,-0.633789063,-72.34375,128.21875,255.8984375,shield
1678629554,1.999023438,-2,-0.872070313,-4.515625,111.4609375,255.8984375,shield
1678629554,1.999023438,-2,-1.227539063,7.3203125,178.421875,255.8984375,shield
1678629554,1.999023438,-2,-1.06640625,32.5,133.7578125,255.8984375,shield
1678629554,1.772460938,-2,-1.16015625,6.515625,122.6796875,255.8984375,shield
1678629555,1.05859375,-2,-0.42578125,81.75,-101.3515625,255.8984375,shield
1678629555,-2,-1.692382813,1.084960938,0.046875,-209.03125,255.8984375,shield
1678629555,-2,-0.661132813,1.80859375,-63.4140625,-180.5390625,37.53125,shield
1678629555,-0.671875,0.686523438,0.03125,64.625,-50.984375,154.53125,shield
1678629555,-0.064453125,1.1796875,-0.103515625,-46.9453125,22.15625,43.2578125,shield
1678629555,-0.34765625,1.034179688,0.475585938,20.25,-11.2265625,-22.125,shield
1678629555,-0.590820313,0.799804688,0.211914063,37.0234375,7.59375,18.296875,shield
1678629555,-0.39453125,0.754882813,0.099609375,17.0546875,13.4609375,61.125,shield
1678629555,-0.315429688,0.818359375,0.073242188,13.4296875,35.015625,65.5625,shield
1678629555,-0.405273438,0.790039063,0.049804688,-2.140625,23.203125,78.03125,shield
1678629555,-0.44921875,0.728515625,0.177734375,-34.484375,67.109375,101.390625,shield
1678629555,-0.532226563,0.72265625,0.383789063,-21.6640625,79.7265625,145.7578125,shield
1678629555,-0.650390625,0.450195313,0.341796875,2.1328125,105.2421875,223.8359375,shield
1678629555,-0.361328125,0.380859375,0.30859375,4.1640625,86.515625,244.15625,shield
1678629555,0.100585938,-0.094726563,0.239257813,52.328125,5.6640625,244.15625,shield
1678629555,0.809570313,-0.157226563,0.055664063,70.71875,-88.7109375,244.15625,shield
1678629555,1.09765625,-0.684570313,-0.109375,109.640625,-80.171875,244.15625,shield
1678629555,1.002929688,-0.9453125,-0.49609375,85.4609375,-83.3046875,244.15625,shield
1678629555,1.315429688,-1.0390625,-0.525390625,185.6875,-215.1015625,244.15625,shield
1678629555,1.124023438,-1.1953125,-0.658203125,36.5,26.09375,244.15625,shield
1678629556,0.850585938,-1.043945313,-0.635742188,108.515625,-153.953125,244.15625,shield
1678629556,1.076171875,-1.328125,-0.725585938,66.1328125,32.1796875,244.15625,shield
1678629556,0.723632813,-1.239257813,-0.504882813,57.390625,-138.8046875,244.15625,shield
1678629556,0.34375,-1.26953125,-0.522460938,77.703125,-73.8671875,244.15625,shield
1678629556,0.481445313,-1.380859375,-0.395507813,76.2421875,8.890625,244.15625,shield
1678629556,0.625,-1.260742188,-0.455078125,75.765625,49.1875,186.703125,shield
1678629556,0.67578125,-1.134765625,-0.498046875,46.90625,11.2265625,85.8671875,shield
1678629556,0.41015625,-0.9609375,-0.454101563,18.828125,17.0546875,20.6796875,shield
1678629556,0.358398438,-0.924804688,-0.423828125,0.9140625,-16.078125,7.8515625,shield
1678629556,0.453125,-0.927734375,-0.484375,-9.96875,5.234375,-38.3359375,shield
1678629556,0.540039063,-1.009765625,-0.572265625,-40.484375,36.578125,-109.203125,shield
1678629556,0.62890625,-1.064453125,-0.586914063,-68.4921875,74.796875,-163.9453125,shield
1678629556,0.884765625,-1.3125,-0.619140625,-95.84375,128.2109375,255.8984375,shield
1678629556,1.310546875,-1.4609375,-0.625976563,-106.0625,145.703125,255.8984375,shield
1678629556,1.600585938,-1.733398438,-0.872070313,-78.03125,85.5390625,255.8984375,shield
1678629556,1.877929688,-2,-0.96484375,-87.5078125,196.5859375,255.8984375,shield
1678629556,1.999023438,-2,-0.788085938,-36.7265625,182.0546875,255.8984375,shield
1678629556,1.999023438,-2,-1.151367188,1.09375,233.9609375,255.8984375,shield
1678629556,1.999023438,-2,-1.234375,69.8984375,-41.515625,255.8984375,shield
1678629557,-1.450195313,-2,1.086914063,-77.1953125,-183.109375,255.8984375,shield
1678629557,-2,-1.799804688,1.999023438,62.515625,254.265625,-198.3828125,shield
1678629557,-1.002929688,0.109375,0.453125,115.59375,8.453125,238.1484375,shield
1678629557,0.048828125,1.055664063,-0.791992188,-52.71875,26.671875,111.3515625,shield
1678629557,-0.05859375,1.206054688,0.67578125,-46.7890625,-1.8359375,-12.7890625,shield
1678629557,-0.556640625,0.89453125,0.654296875,18.2421875,22.0078125,14.3984375,shield
1678629557,-0.319335938,0.81640625,0.157226563,44.5546875,20.4453125,44.4765625,shield
1678629557,-0.286132813,0.79296875,0.0390625,15.0546875,29.65625,51.6953125,shield
1678629557,-0.618164063,0.704101563,0.225585938,-9.2421875,38.171875,56.140625,shield
1678629557,-1.08984375,0.490234375,0.489257813,-25.3359375,101.8125,161.734375,shield
1678629557,-0.8359375,0.209960938,0.736328125,15.984375,93.546875,244.15625,shield
1678629557,-0.331054688,-0.2421875,0.54296875,59.4765625,35.765625,244.15625,shield
1678629557,0.756835938,-0.779296875,0.25,142.859375,-13.4609375,244.15625,shield
1678629557,1.134765625,-0.467773438,-0.47265625,135.640625,-31.90625,244.15625,shield
1678629557,1.999023438,-0.482421875,-0.459960938,124.265625,-82.1328125,244.15625,shield
1678629557,1.313476563,-0.465820313,-0.616210938,164.6328125,-141.78125,244.15625,shield
1678629557,0.918945313,-0.801757813,-0.612304688,133.25,-84.5078125,244.15625,shield
1678629557,0.962890625,-1.004882813,-0.6796875,143.484375,-115.3125,244.15625,shield
1678629557,0.61328125,-1.208007813,-0.610351563,126.1328125,-123.1796875,244.15625,shield
1678629557,0.5625,-1.373046875,-0.602539063,126.8359375,-6.4921875,244.15625,shield
1678629558,0.69921875,-1.43359375,-0.611328125,110.328125,-15.6953125,244.15625,shield
1678629558,0.666992188,-1.315429688,-0.637695313,75.3828125,50.1953125,234.546875,shield
1678629558,0.907226563,-1.061523438,-0.53125,28.5546875,68.484375,188.8828125,shield
1678629558,0.572265625,-0.985351563,-0.489257813,24.0703125,49.4765625,113.9140625,shield
1678629558,0.556640625,-0.895507813,-0.364257813,31.03125,22.6640625,105.4140625,shield
1678629558,0.59765625,-0.9609375,-0.41796875,25.3203125,-30.0625,71.6875,shield
1678629558,0.490234375,-0.993164063,-0.606445313,-21.890625,8.6171875,-26.8984375,shield
1678629558,0.622070313,-0.938476563,-0.737304688,-50.390625,83.7109375,-78.7578125,shield
1678629558,1.010742188,-1.0859375,-0.791992188,-94.296875,99.28125,-162.984375,shield
1678629558,1.262695313,-1.391601563,-0.916015625,-118.890625,115.8203125,255.8984375,shield
1678629558,1.90625,-1.745117188,-0.840820313,-119.8359375,165.9296875,255.8984375,shield
1678629558,1.999023438,-2,-1.2265625,-89.765625,144.703125,255.8984375,shield
1678629558,1.999023438,-2,-1.786132813,-27.625,242.5234375,255.8984375,shield
1678629558,1.999023438,-2,-2,33.7421875,177.3125,255.8984375,shield
1678629558,0.809570313,-2,-0.83984375,-98.0546875,-127.734375,255.8984375,shield
1678629558,-2,-2,1.999023438,79.9609375,254.265625,255.8984375,shield
1678629558,-2,-1.328125,1.999023438,42.7421875,-56.515625,144.609375,shield
1678629558,-0.0078125,0.700195313,-1.228515625,170.6953125,-141.7109375,106.40625,shield
1678629558,-0.153320313,1.205078125,-0.5390625,-164.078125,91.359375,33.15625,shield
1678629559,-0.602539063,0.977539063,1.232421875,-8.359375,-40.34375,9.6484375,shield
1678629559,-0.512695313,0.775390625,0.524414063,58.09375,22.6953125,73.7734375,shield
1678629559,-0.170898438,0.852539063,0.020507813,64.625,-10.4921875,74.2421875,shield
1678629559,-0.233398438,0.880859375,0.041015625,52.703125,-11.34375,61.3828125,shield
1678629559,-0.23046875,0.826171875,0.2734375,33.578125,-49.546875,99.578125,shield
1678629559,-0.194335938,0.81640625,0.484375,32.875,-189.75,142.1171875,shield
1678629559,-0.276367188,0.725585938,0.40625,102.1328125,-232.171875,195.890625,shield
1678629559,0.045898438,0.380859375,0.271484375,142.1015625,-120.625,208.484375,shield
1678629559,0.208007813,0.219726563,-0.060546875,169.875,-12.625,173.5625,shield
1678629559,0.451171875,0.0625,-0.198242188,225.75,23.203125,119.1953125,shield
1678629559,0.53515625,-0.131835938,-0.572265625,248.953125,-53.1171875,86.1796875,shield
1678629559,0.435546875,-0.168945313,-0.986328125,248.953125,-13.3203125,63.359375,shield
1678629559,0.22265625,-0.659179688,-1.16015625,248.953125,53.859375,99.5234375,shield
1678629559,0.388671875,-0.909179688,-1.033203125,248.953125,124.1796875,180.5703125,shield
1678629559,0.822265625,-1.255859375,-1.114257813,184.2109375,-39.375,232.5703125,shield
1678629559,0.180664063,-1.186523438,-1.201171875,104.2578125,128.8515625,244.15625,shield
1678629559,1.016601563,-1.208984375,-0.728515625,81.640625,68.3984375,244.15625,shield
1678629559,0.47265625,-1.169921875,-0.727539063,95.15625,24.1953125,244.15625,shield
1678629559,0.658203125,-1.206054688,-0.4921875,84.4765625,72.1171875,244.15625,shield
1678629560,0.59375,-1.248046875,-0.575195313,94.9453125,29.1484375,192.7421875,shield
1678629560,0.658203125,-1.138671875,-0.629882813,60.5625,20.3046875,100.765625,shield
1678629560,0.548828125,-1.04296875,-0.616210938,6.515625,-0.0625,47.2890625,shield
1678629560,0.447265625,-0.884765625,-0.552734375,-17.2578125,47.3046875,13.671875,shield
1678629560,0.548828125,-0.728515625,-0.598632813,-17.53125,-6.0703125,-13.8671875,shield
1678629560,0.692382813,-0.828125,-0.8359375,-26.6953125,73.5625,-62.8125,shield
1678629560,1.135742188,-1.013671875,-0.90234375,-65.375,103.25,-163.8515625,shield
