,index,action,acc_x_mean,acc_x_std,acc_x_rms,acc_x_min,acc_x_max,acc_y_mean,acc_y_std,acc_y_rms,acc_y_min,acc_y_max,acc_z_mean,acc_z_std,acc_z_rms,acc_z_min,acc_z_max,gyro_x_mean,gyro_x_std,gyro_x_rms,gyro_x_min,gyro_x_max,gyro_y_mean,gyro_y_std,gyro_y_rms,gyro_y_min,gyro_y_max,gyro_z_mean,gyro_z_std,gyro_z_rms,gyro_z_min,gyro_z_max
0,705,2,0.21011844751612901,0.7970080335973262,0.8117145690558755,-0.841796875,1.999023438,-0.3125000000322581,0.7509675462358837,0.8021324686595007,-2.0,1.180664063,-0.5014175908064517,1.1890189070098673,1.2726272855825147,-2.0,1.999023438,-79.22177419354838,131.64495171978038,151.81382636007314,-222.9375,180.9921875,-25.336189516129032,135.44979506357012,135.63459057311206,-252.8203125,247.4375,100.56502016129032,109.97333637888306,147.70688750516325,-181.75,225.859375
1,962,2,0.2015183972903226,0.4536033859741594,0.48962067446785035,-1.405273438,1.080078125,-0.2453692036451613,0.8771617152390674,0.8971058784107993,-2.0,0.890625,0.009513608806451608,1.1371859043727777,1.1187342964037839,-2.0,1.515625,-107.73185483870968,125.89565126756968,164.14806250998288,-236.53125,203.9140625,32.25882056451613,68.37150570170796,74.59556771148988,-66.125,247.4375,-1.1484375,128.92866093066738,126.83731953743506,-247.5625,248.7265625
2,599,3,0.4407762098064516,0.4558164827594532,0.6287687317732387,-0.47265625,1.735351563,-0.9139994960000001,0.8604730769663783,1.2457626880731891,-2.0,0.44921875,-0.18872857870967744,0.423126697386531,0.4570331684974725,-2.0,0.572265625,-85.98588709677419,106.09199099201773,135.22574587296683,-204.3125,140.4765625,53.59223790322581,151.86379133369093,158.7160479735937,-252.2421875,252.65625,30.618195564516128,164.19778118908908,164.40400977284048,-244.828125,211.9453125
3,411,1,0.1180065524516129,0.7508111213152121,0.7479695555255372,-1.829101563,1.84375,-1.017357610967742,0.9399425886736389,1.3747759215242548,-2.0,0.834960938,-0.24329007058064517,0.41481034940349915,0.4750864298584399,-1.1875,0.680664063,36.65524193548387,114.41560631394746,118.37334849445234,-231.2421875,248.15625,-51.896421370967744,161.81983785736884,167.43416547427353,-252.6796875,247.578125,-109.98966733870968,149.84280792667306,183.9192974474241,-232.6484375,255.9375
4,710,3,-0.3968939013870968,0.33364857470118986,0.5150292500215463,-1.083984375,0.216796875,-0.8158392138064517,0.8666266668615737,1.1800034950437883,-2.0,0.385742188,-0.09346648193548387,0.36677839671442986,0.3727235094543732,-0.799804688,0.8984375,42.721774193548384,122.49271801002823,127.8499156221238,-236.5546875,245.6171875,5.472026209677419,160.08890515970663,157.5806973864735,-249.6640625,250.59375,-11.166078629032258,161.17726006878328,158.94900740122222,-253.171875,247.0859375
5,1228,3,0.2547253025483871,0.34895919249822965,0.42746853924530215,-0.659179688,1.161132813,-0.8817414315483872,0.8913903717104114,1.2435486469688493,-2.0,0.49609375,-0.31111391151612905,0.30683657731471836,0.43347836942169266,-0.778320313,0.798828125,1.6509576612903225,169.01614602978796,166.27592924743698,-229.7578125,254.4375,42.76058467741935,156.81986043257425,160.08632292764884,-253.859375,252.65625,90.97026209677419,139.11504311403252,164.32983185705461,-184.5703125,215.765625
6,617,4,0.16390499,0.3994780551332416,0.4257930632529791,-0.341796875,1.999023438,-0.8612021171935487,0.23001695631830932,0.8904325822994836,-1.484375,-0.514648438,-0.6413810486451611,0.3793982983103017,0.7420710164958509,-2.0,-0.0234375,3.2991431451612905,31.73814691917396,31.395866692285356,-95.0234375,62.7421875,36.171370967741936,40.76369593139811,54.00411501283076,-44.3671875,129.1171875,44.99344758064516,66.07962178146751,79.05739289753548,-41.9375,193.0625
7,1441,1,0.14790196577419354,1.1349142524162126,1.126213117200658,-2.0,1.94140625,-0.9869896674838711,0.9146908032619093,1.3355968181771785,-2.0,0.65625,-0.22571194567741937,0.4784803973143412,0.5220192516993977,-0.866210938,1.15625,43.56098790322581,89.50434362957938,98.23526328569584,-95.2421875,228.0546875,-20.582157258064516,130.2433668578848,129.76808338570697,-251.0625,167.421875,-151.36466733870967,155.91889984868934,215.49419855794594,-249.90625,211.703125
8,785,1,0.26823966738709676,0.9310109829842589,0.9543444229667117,-2.0,1.999023438,-1.015120967870968,0.9852887428585141,1.4035485576699733,-2.0,0.849609375,-0.30692414322580647,0.48296475410567746,0.5656262282265754,-1.86328125,0.396484375,41.79183467741935,135.6618161278109,139.84635941260296,-190.21875,253.859375,16.000756048387096,164.81272609122036,162.92030413338043,-251.0625,254.828125,-148.9100302419355,162.0003518041358,218.10943759780773,-249.90625,245.15625
9,841,3,0.4219695062258065,0.3146180010990102,0.5233065094613747,-0.338867188,1.28515625,-1.0802041331290322,0.8700998607357009,1.3782209555949052,-2.0,1.465820313,-0.1721900203548387,0.29495985597744134,0.3374080995810984,-1.061523438,0.432617188,-74.50756048387096,140.46536909753186,156.98862411202265,-240.9375,240.28125,27.332913306451612,141.91981021135032,142.26244585920372,-242.359375,252.65625,95.84375,141.833099639975,169.2741240672169,-208.578125,213.0625
10,711,3,0.43579889132258065,0.46489708644542505,0.6317262553736556,-1.388671875,1.42578125,-0.9344758065806452,0.81055292873344,1.2284330109477615,-2.0,1.220703125,-0.09759324603225807,0.4306833229658024,0.4347747445046083,-1.153320313,0.9765625,-49.54032258064516,141.86802079211932,148.09299716703973,-248.75,242.8359375,55.67867943548387,149.72513206636276,157.46295322850918,-243.6640625,252.65625,63.13659274193548,158.02376230107345,167.7861920179558,-233.25,236.8515625
11,527,3,-0.41885080667741936,0.4291139310551179,0.5946720137117432,-1.192382813,0.37890625,-0.9826738912903227,0.8060580227211184,1.2627028531395041,-2.0,0.26953125,-0.2615297380322581,0.5680058020980563,0.6169448570706472,-1.752929688,0.859375,32.46648185483871,129.92806062071406,131.8742404185122,-199.7578125,245.6171875,-16.007056451612904,179.61911985076108,177.4218454039158,-249.6640625,250.59375,-25.854334677419356,174.75120515113957,173.84284303629903,-253.171875,247.0859375
12,904,4,0.4231980847096774,1.1857343580548194,1.2408500497137145,-2.0,1.999023438,-0.29577242929032255,1.1362657480332239,1.1562581017310904,-2.0,0.98046875,-0.6722215223548387,0.7142857242151082,0.9724338919922959,-1.984375,1.715820313,-20.436743951612904,110.94426824928055,111.03710442397856,-239.2109375,159.1015625,3.146673387096774,106.63384307093358,104.94702854264476,-246.1796875,210.96875,-43.867691532258064,184.90913357315247,187.11711319252822,-252.78125,247.4765625
13,976,3,0.43097908283870967,0.3056819903998475,0.5255189890318176,-0.359375,1.049804688,-0.8601310485161293,0.7833216231420849,1.154826770946323,-2.0,0.408203125,-0.078030494,0.3195234657299904,0.32386819563069447,-0.59765625,0.592773438,-45.934223790322584,142.01045577941167,147.05908697198944,-251.984375,249.0546875,64.59425403225806,152.2534914640258,163.11273730085264,-244.9921875,252.65625,89.15599798387096,144.431403863186,167.7388007826668,-210.9296875,230.328125
14,1440,2,-0.4278288812903226,0.4297443407425597,0.6014651480439571,-1.7890625,0.118164063,-0.00018901206451612726,0.5445901523216545,0.5357344710516901,-2.0,0.603515625,0.059790826612903226,1.1529664222242915,1.135792608776046,-2.0,1.706054688,-129.12197580645162,118.8412222893381,174.18419127350316,-235.6484375,158.5,13.67086693548387,99.38051504493761,98.71566758081596,-181.546875,242.953125,46.93321572580645,78.46267010451305,90.33561918277701,-97.625,233.9921875
15,277,0,0.3971774195806452,0.272838256308944,0.4793634355811844,0.028320313,1.059570313,-0.9029107866451617,0.26507076997845813,0.9398105495559247,-1.435546875,-0.450195313,-0.290480091,0.2238216257978883,0.3644980103725828,-0.622070313,0.095703125,77.29259072580645,74.38996221827173,106.44012043419053,-83.046875,205.953125,-13.501260080645162,85.75949004654538,85.43843448940811,-168.046875,188.3203125,71.7522681451613,125.43396619521377,142.73937718421774,-222.7578125,247.6171875
16,1244,2,0.36331275203225805,1.0547644615607312,1.0993799265599502,-2.0,1.979492188,-0.21730090725806453,0.7823964925278103,0.7997608182520152,-2.0,0.602539063,-0.1810735887419355,1.170562844488206,1.1656776814455154,-2.0,1.671875,-33.861391129032256,116.15999762346358,119.18253275373985,-222.9375,129.046875,-12.29914314516129,78.61714164806075,78.31058623542164,-131.6328125,221.25,63.789566532258064,147.53297372562525,158.53377810823008,-227.0234375,216.546875
17,1201,4,0.416740171516129,0.5605452853774874,0.6911928444779225,-0.66796875,1.7265625,-0.9974483368387097,0.907952638293873,1.338913118746257,-2.0,0.954101563,0.01672757061290323,0.5079860446051183,0.5000054453117517,-0.869140625,1.25390625,33.22152217741935,116.88134105299261,119.68388365374079,-191.4765625,190.578125,67.61819556451613,157.68143412246948,169.2146824561681,-254.0234375,239.3515625,29.467237903225808,166.9948513605678,166.90119472572914,-226.0078125,242.0625
18,1288,4,-0.6966670868064516,0.984129526771109,1.1927336950820004,-2.0,1.999023438,0.14279863922580646,0.7251301401650951,0.727491194882587,-2.0,1.999023438,-0.2719254033548387,0.5503215105187654,0.6058281221938873,-2.0,1.043945313,10.903477822580646,103.44193791517422,102.34232503124888,-250.953125,231.890625,-24.625252016129032,145.0985923130431,144.84769964650351,-255.2734375,192.390625,-3.1565020161290325,146.52291987994903,144.17483228075417,-252.78125,247.4765625
19,236,0,-0.07453377051612903,0.05325945849226838,0.09110625999783216,-0.213867188,-0.000976563,-0.9402091735806454,0.05210654783791828,0.9416054368945173,-1.05859375,-0.818359375,-0.3847656252580645,0.0423367344787966,0.38701313432646195,-0.47265625,-0.325195313,36.124495967741936,35.06835940389074,49.950959955591756,-22.984375,84.1328125,47.149193548387096,34.35029109321542,58.00798470228051,-25.4453125,111.1875,72.91733870967742,45.28185960157803,85.44730333970742,-1.171875,142.4453125
20,978,3,0.46172505061290325,0.663555758941609,0.799557903045648,-2.0,1.772460938,-0.49013986893548395,1.063454124313431,1.155287843762398,-2.0,1.999023438,-0.26442792348387095,0.6537362390854007,0.6953467001817586,-2.0,0.790039063,61.43523185483871,118.67593794808559,131.92400873970018,-189.0625,252.375,-24.878024193548388,143.80886196763294,143.64113685801908,-254.8828125,196.2421875,-126.43422379032258,125.42691528932916,176.6636437468379,-253.0546875,98.84375
21,1574,2,-0.4824218751612903,0.5278252408039854,0.7087617867154812,-1.620117188,0.481445313,-1.0666267642580647,0.7086548637426467,1.2742388462790533,-2.0,0.107421875,-0.0754788306451613,1.0797069263060939,1.0648280199099087,-1.6484375,1.997070313,-54.52494959677419,217.70952607969866,221.0010368067829,-249.859375,250.3984375,-28.470262096774192,101.6467455565608,103.9679009097296,-221.625,251.8203125,-26.109627016129032,129.8114808271614,130.3424407829272,-202.875,251.2578125
22,1545,3,0.4571257562903226,0.2830273290932675,0.5352423852313967,-0.401367188,1.0546875,-1.2438571070645161,0.6755523678284644,1.410258791590434,-2.0,0.0546875,-0.22293976835483872,0.26123587720396063,0.34021301941165577,-1.354492188,0.098632813,-36.640120967741936,146.54810087371283,148.7483074982282,-250.109375,246.109375,14.331653225806452,154.8367734069762,152.9916798056327,-218.1015625,252.65625,82.66759072580645,156.2128146225717,174.49698683209323,-255.890625,211.9453125
